Entry No_;G_L Account No_;Posting Date;Document Type;Amount;Global Dimension 1 Code;Source Code;System-Created Entry;Prior-Year Entry;Job No_;Quantity;VAT Amount;Business Unit Code;Reason Code;Gen_ Posting Type;Gen_ Bus_ Posting Group;Bal_ Account Type;Transaction No_;Debit Amount;Credit Amount;Document Date;Source Type;Tax Area Code;Tax Liable;Tax Group Code;Use Tax;VAT Bus_ Posting Group;VAT Prod_ Posting Group;Additional-Currency Amount;Add_-Currency Debit Amount;Add_-Currency Credit Amount;Close Income Statement Dim_ ID;IC Partner Code;Reversed;Reversed by Entry No_;Reversed Entry No_;Dimension Set ID;Prod_ Order No_;FA Entry Type;FA Entry No_;New G_L Account No_;Old G_L Account No_;Updated;Period Trans_ No_;Cost Entry No_;Description_
596;100000000;26/11/2019;0;-12020,24;;;0;0;;0;0;;;0;;0;5;0;12020,24;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
597;112000000;26/11/2019;0;-12192,2;;;0;0;;0;0;;;0;;0;5;0;12192,2;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
38323;112000000;30/06/2020;0;-2398,71;;Diario Car.;0;0;;0;0;;;0;;0;6592;0;2398,71;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
57275;112000000;30/06/2021;0;-1528,23;;Diario general 2;0;0;;0;0;;;0;;0;10013;0;1528,23;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
64226;112000000;30/06/2022;0;-1444,37;;Diario general 2;0;0;;0;0;;;0;;0;11240;0;1444,37;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
98085;112000000;30/06/2023;0;-2495,95;;Diario general 2;0;0;;0;0;;;0;;0;17335;0;2495,95;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
598;113000000;26/11/2019;0;-108918,88;;;0;0;;0;0;;;0;;0;5;0;108918,88;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
38324;113000000;30/06/2020;0;-21588,4;;Diario Car.;0;0;;0;0;;;0;;0;6592;0;21588,4;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
57276;113000000;30/06/2021;0;-13754,11;;Diario general 2;0;0;;0;0;;;0;;0;10013;0;13754,11;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
64227;113000000;30/06/2022;0;-12999,32;;Diario general 2;0;0;;0;0;;;0;;0;11240;0;12999,32;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
98086;113000000;30/06/2023;0;-22463,58;;Diario general 2;0;0;;0;0;;;0;;0;17335;0;22463,58;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
105611;113000000;31/12/2023;0;-5094,12;;Diario general 2;0;0;;0;0;;;0;;0;18786;0;5094,12;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
100105;113000000;31/12/2023;0;-223,96;;Diario general 2;0;0;;0;0;;;0;;2;17708;0;223,96;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
100107;113000000;31/12/2023;0;-301,6;;Diario general 2;0;0;;0;0;;;0;;2;17708;0;301,6;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
100109;113000000;31/12/2023;0;-66,99;;Diario general 2;0;0;;0;0;;;0;;2;17708;0;66,99;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
100111;113000000;31/12/2023;0;-175,39;;Diario general 2;0;0;;0;0;;;0;;2;17708;0;175,39;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
100115;113000000;31/12/2023;0;-4000;;Diario general 2;0;0;;0;0;;;0;;2;17708;0;4000;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
100125;113000000;31/12/2023;0;-447,9;;Diario general 2;0;0;;0;0;;;0;;2;17708;0;447,9;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
100129;113000000;31/12/2023;0;-27;;Diario general 2;0;0;;0;0;;;0;;2;17708;0;27;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103410;113000000;31/12/2023;0;-23659,94;;Diario general 2;0;0;;0;0;;;0;;2;18352;0;23659,94;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103412;113000000;31/12/2023;0;-59777,15;;Diario general 2;0;0;;0;0;;;0;;2;18352;0;59777,15;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103414;113000000;31/12/2023;0;-11123,33;;Diario general 2;0;0;;0;0;;;0;;2;18352;0;11123,33;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103416;113000000;31/12/2023;0;-15220,48;;Diario general 2;0;0;;0;0;;;0;;2;18352;0;15220,48;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103419;113000000;31/12/2023;0;-20420,62;;Diario general 2;0;0;;0;0;;;0;;0;18352;0;20420,62;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103421;113000000;31/12/2023;0;-27435,11;;Diario general 2;0;0;;0;0;;;0;;0;18352;0;27435,11;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103423;113000000;31/12/2023;0;-15080,11;;Diario general 2;0;0;;0;0;;;0;;0;18352;0;15080,11;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103425;113000000;31/12/2023;0;-15440,93;;Diario general 2;0;0;;0;0;;;0;;0;18352;0;15440,93;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103426;113000000;31/12/2023;0;-29580;;Diario general 2;0;0;;0;0;;;0;;2;18352;0;29580;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
100113;113000000;31/12/2023;0;83,78;;Diario general 2;0;0;;0;0;;;0;;2;17708;83,78;0;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
100123;113000000;31/12/2023;0;491,03;;Diario general 2;0;0;;0;0;;;0;;2;17708;491,03;0;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
100127;113000000;31/12/2023;0;172,64;;Diario general 2;0;0;;0;0;;;0;;2;17708;172,64;0;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
37634;129000000;31/12/2019;0;-23987,11;;Asiento de regularización;1;1;;0;0;;;0;;0;6441;0;23987,11;59:59,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Asiento de regularización
38322;129000000;30/06/2020;0;23987,11;;Diario Car.;0;0;;0;0;;;0;;0;6592;23987,11;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
38691;129000000;31/12/2020;0;-15282,34;;Asiento de regularización;1;1;;0;0;;;0;;0;6649;0;15282,34;59:59,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Asiento de regularización
57274;129000000;30/06/2021;0;15282,34;;Diario general 2;0;0;;0;0;;;0;;0;10013;15282,34;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
61523;129000000;31/12/2021;0;-14443,69;;Asiento de regularización;1;1;;0;0;;;0;;0;10765;0;14443,69;59:59,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Asiento de regularización
64225;129000000;30/06/2022;0;14443,69;;Diario general 2;0;0;;0;0;;;0;;0;11240;14443,69;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
98083;129000000;31/12/2022;0;-24959,53;;Asiento de regularización;1;1;;0;0;;;0;;0;17334;0;24959,53;59:59,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Asiento de regularización
98084;129000000;30/06/2023;0;24959,53;;Diario general 2;0;0;;0;0;;;0;;0;17335;24959,53;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
105840;129000000;31/12/2023;0;-18527,07;;Asiento de regularización;1;1;;0;0;;;0;;0;18792;0;18527,07;59:59,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Asiento de regularización
599;130000000;26/11/2019;0;-760,89;;;0;0;;0;0;;;0;;0;5;0;760,89;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
24087;130000000;31/12/2019;0;570,66;;Diario Car.;0;0;;0;0;;;0;;0;4146;570,66;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
36708;130000000;31/12/2020;0;190,23;;Diario Car.;0;0;;0;0;;;0;;0;6314;190,23;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
79145;130000002;08/02/2023;0;-9325;;Diario cobros;0;0;;0;0;;;0;;3;13870;0;9325;00:00,0;3;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103495;130000002;31/12/2023;0;1165,63;;Diario general 2;0;0;;0;0;;;0;;0;18361;1165,63;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
88560;130000003;09/07/2023;1;-1001,66;;Diario cobros;0;0;;0;0;;;0;;3;15621;0;1001,66;00:00,0;3;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
88562;130000003;09/07/2023;1;-126,22;;Diario cobros;0;0;;0;0;;;0;;3;15621;0;126,22;00:00,0;3;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
103497;130000003;31/12/2023;0;135,35;;Diario general 2;0;0;;0;0;;;0;;0;18361;135,35;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
600;170000000;26/11/2019;0;-13444,46;;;0;0;;0;0;;;0;;0;5;0;13444,46;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
36212;170000000;31/12/2020;0;7333,32;;Diario Car.;0;0;;0;0;;;0;;0;6232;7333,32;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
55047;170000000;31/12/2021;1;6111,14;;Diario pagos;0;0;;0;0;;;0;;0;9566;6111,14;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
38055;170000001;01/01/2021;0;-65736,62;;Diario Car.;0;0;;0;0;;;0;;0;6530;0;65736,62;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
55487;170000001;31/12/2021;0;5456,04;;Diario Car.;0;0;;0;0;;;0;;0;9681;5456,04;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
83191;170000001;31/12/2022;0;5027,42;;Diario Car.;0;0;;0;0;;;0;;0;14599;5027,42;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
99392;170000001;31/12/2023;0;5012,24;;Diario Car.;0;0;;0;0;;;0;;0;17583;5012,24;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
119862;170000001;01/01/2024;0;8674,16;;Diario general 2;0;0;;0;0;;;0;;0;21289;8674,16;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
601;203000001;26/11/2019;0;3000;;;0;0;;0;0;;;0;;0;5;3000;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
602;206000000;26/11/2019;0;3345;;;0;0;;0;0;;;0;;0;5;3345;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
2558;206000000;30/11/2019;2;5528,25;;Compras;1;0;;0;884,52;;;1;NACIONAL;0;396;5528,25;0;00:00,0;4;;0;;0;NACIONAL;INMOVILIZA;0;0;0;0;;0;0;0;0;;1;1;;;0;0;0;Descrip*******************
2566;206000000;30/11/2019;2;1760;;Compras;1;0;;0;281,6;;;1;NACIONAL;0;398;1760;0;00:00,0;4;;0;;0;NACIONAL;INMOVILIZA;0;0;0;0;;0;0;0;0;;1;2;;;0;0;0;Descrip*******************
2572;206000000;30/11/2019;2;5528,25;;Compras;1;0;;0;884,52;;;1;NACIONAL;0;400;5528,25;0;00:00,0;4;;0;;0;NACIONAL;INMOVILIZA;0;0;0;0;;0;0;0;0;;1;3;;;0;0;0;Descrip*******************
3340;206000000;14/12/2019;2;2640;;Compras;1;0;;0;422,4;;;1;NACIONAL;0;573;2640;0;00:00,0;4;;0;;0;NACIONAL;INMOVILIZA;0;0;0;0;;0;0;0;0;;1;4;;;0;0;0;Descrip*******************
3343;206000000;14/12/2019;2;660;;Compras;1;0;;0;105,6;;;1;NACIONAL;0;574;660;0;00:00,0;4;;0;;0;NACIONAL;INMOVILIZA;0;0;0;0;;0;0;0;0;;1;5;;;0;0;0;Descrip*******************
3348;206000000;14/12/2019;2;6150;;Compras;1;0;;0;984;;;1;NACIONAL;0;575;6150;0;00:00,0;4;;0;;0;NACIONAL;INMOVILIZA;0;0;0;0;;0;0;0;0;;1;6;;;0;0;0;Descrip*******************
6798;206000000;29/01/2020;3;-6150;;Compras;1;0;;0;-984;;;1;NACIONAL;0;1220;0;6150;00:00,0;4;;0;;0;NACIONAL;INMOVILIZA;0;0;0;0;;0;0;0;0;;1;7;;;0;0;0;Descrip*******************
6844;206000000;11/02/2020;3;-660;;Compras;1;0;;0;-105,6;;;1;NACIONAL;0;1229;0;660;00:00,0;4;;0;;0;NACIONAL;INMOVILIZA;0;0;0;0;;0;0;0;0;;1;8;;;0;0;0;Descrip*******************
603;211000000;26/11/2019;0;77646,77;;;0;0;;0;0;;;0;;0;5;77646,77;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
604;212000000;26/11/2019;0;1200;;;0;0;;0;0;;;0;;0;5;1200;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
605;213000000;26/11/2019;0;68663,39;;;0;0;;0;0;;;0;;0;5;68663,39;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
8827;213000000;04/03/2020;2;1248;;Compras;1;0;;0;199,68;;;1;NACIONAL;0;1645;1248;0;00:00,0;4;;0;;0;NACIONAL;GENERAL;0;0;0;0;;0;0;0;95;;1;9;;;0;0;0;Descrip*******************
17375;213000000;09/06/2020;3;-2100;;Compras;1;0;;0;-336;;;1;NACIONAL;0;3061;0;2100;00:00,0;4;;0;;0;NACIONAL;GENERAL;0;0;0;0;;0;0;0;0;;1;12;;;0;0;0;Descrip*******************
17377;213000000;09/06/2020;3;-14900;;Compras;1;0;;0;-2384;;;1;NACIONAL;0;3061;0;14900;00:00,0;4;;0;;0;NACIONAL;GENERAL;0;0;0;0;;0;0;0;0;;1;13;;;0;0;0;Descrip*******************
15630;213000000;09/06/2020;2;2100;;Compras;1;0;;0;336;;;1;NACIONAL;0;2790;2100;0;00:00,0;4;;0;;0;NACIONAL;GENERAL;0;0;0;0;;0;0;0;0;;1;10;;;0;0;0;Descrip*******************
15632;213000000;09/06/2020;2;14900;;Compras;1;0;;0;2384;;;1;NACIONAL;0;2790;14900;0;00:00,0;4;;0;;0;NACIONAL;GENERAL;0;0;0;0;;0;0;0;0;;1;11;;;0;0;0;Descrip*******************
17380;213000000;09/06/2020;2;2100;;Compras;1;0;;0;336;;;1;NACIONAL;0;3062;2100;0;00:00,0;4;;0;;0;NACIONAL;INMOVILIZA;0;0;0;0;;0;0;0;0;;1;14;;;0;0;0;Descrip*******************
17382;213000000;09/06/2020;2;14900;;Compras;1;0;;0;2384;;;1;NACIONAL;0;3062;14900;0;00:00,0;4;;0;;0;NACIONAL;INMOVILIZA;0;0;0;0;;0;0;0;0;;1;15;;;0;0;0;Descrip*******************
71710;213000000;01/07/2022;3;-12000;;Compras;1;0;;0;-2160;;;1;NACIONAL;0;12543;0;12000;00:00,0;4;;0;;0;NACIONAL;GENERAL18;0;0;0;0;;0;0;0;0;;1;233;;;0;0;0;Descrip*******************
67780;213000000;01/07/2022;2;12000;;Compras;1;0;;0;2160;;;1;NACIONAL;0;11857;12000;0;00:00,0;4;;0;;0;NACIONAL;GENERAL18;0;0;0;0;;0;0;0;0;;1;232;;;0;0;0;Descrip*******************
71716;213000000;01/07/2022;2;12000;;Compras;1;0;;0;2160;;;1;NACIONAL;0;12545;12000;0;00:00,0;4;;0;;0;NACIONAL;INMOVIL.18;0;0;0;0;;0;0;0;0;;1;234;;;0;0;0;Descrip*******************
606;214000000;26/11/2019;0;8270,95;;;0;0;;0;0;;;0;;0;5;8270,95;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
84954;214000000;30/04/2023;2;282;;Compras;1;0;;0;59,22;;;1;NACION347;0;14934;282;0;00:00,0;4;;0;;0;NACIONAL;21;0;0;0;0;;0;0;0;0;;1;262;;;0;0;0;Descrip*******************
607;215000000;26/11/2019;0;9703,61;;;0;0;;0;0;;;0;;0;5;9703,61;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
608;216000000;26/11/2019;0;6488,3;;;0;0;;0;0;;;0;;0;5;6488,3;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
56310;216000000;01/02/2022;2;200;;Compras;1;0;;0;28,8;;;1;NACIONAL;0;9847;200;0;00:00,0;4;;0;;0;NACIONAL;GENERAL18;0;0;0;0;;0;0;0;0;;1;227;;;0;0;0;Descrip*******************
56313;216000000;01/02/2022;2;600;;Compras;1;0;;0;86,4;;;1;NACIONAL;0;9847;600;0;00:00,0;4;;0;;0;NACIONAL;GENERAL18;0;0;0;0;;0;0;0;0;;1;228;;;0;0;0;Descrip*******************
56316;216000000;01/02/2022;2;70;;Compras;1;0;;0;10,08;;;1;NACIONAL;0;9847;70;0;00:00,0;4;;0;;0;NACIONAL;GENERAL18;0;0;0;0;;0;0;0;0;;1;229;;;0;0;0;Descrip*******************
56319;216000000;01/02/2022;2;95;;Compras;1;0;;0;13,68;;;1;NACIONAL;0;9847;95;0;00:00,0;4;;0;;0;NACIONAL;GENERAL18;0;0;0;0;;0;0;0;0;;1;230;;;0;0;0;Descrip*******************
56322;216000000;01/02/2022;2;130;;Compras;1;0;;0;18,72;;;1;NACIONAL;0;9847;130;0;00:00,0;4;;0;;0;NACIONAL;GENERAL18;0;0;0;0;;0;0;0;0;;1;231;;;0;0;0;Descrip*******************
609;217000000;26/11/2019;0;7653,79;;;0;0;;0;0;;;0;;0;5;7653,79;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
92114;217000000;30/08/2023;2;161,6;;Compras;1;0;;0;33,93;;;1;NACIONAL;0;16284;161,6;0;00:00,0;4;;0;;0;NACIONAL;21;0;0;0;0;;0;0;0;0;;1;263;;;0;0;0;Descrip*******************
610;218000000;26/11/2019;0;246916,95;;;0;0;;0;0;;;0;;0;5;246916,95;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
50358;218000000;16/09/2021;2;6700;;Compras;1;0;;0;0;;;1;NACIONAL;0;8689;6700;0;00:00,0;4;;0;;0;NACIONAL;IVA 0;0;0;0;0;;0;0;0;0;;1;180;;;0;0;0;Descrip*******************
55541;218000000;23/12/2021;2;-12260,69;;Compras;1;0;;0;-2206,92;;;1;NACIONAL;0;9702;0;12260,69;00:00,0;4;;0;;0;NACIONAL;GENERAL18;0;0;0;0;;0;0;0;0;;1;226;;;0;0;0;Descrip*******************
54780;218000000;23/12/2021;2;1164,76;;Compras;1;0;;0;0;;;1;NACIONAL;0;9511;1164,76;0;00:00,0;4;;0;;0;NACIONAL;NO IVA;0;0;0;0;;0;0;0;0;;1;181;;;0;0;0;Descrip*******************
54781;218000000;23/12/2021;2;400;;Compras;1;0;;0;0;;;1;NACIONAL;0;9511;400;0;00:00,0;4;;0;;0;NACIONAL;NO IVA;0;0;0;0;;0;0;0;0;;1;182;;;0;0;0;Descrip*******************
54782;218000000;23/12/2021;2;2206,93;;Compras;1;0;;0;0;;;1;NACIONAL;0;9511;2206,93;0;00:00,0;4;;0;;0;NACIONAL;IVA 0;0;0;0;0;;0;0;0;0;;1;183;;;0;0;0;Descrip*******************
54783;218000000;23/12/2021;2;12260,71;;Compras;1;0;;0;0;;;1;NACIONAL;0;9511;12260,71;0;00:00,0;4;;0;;0;NACIONAL;IVA 0;0;0;0;0;;0;0;0;0;;1;184;;;0;0;0;Descrip*******************
54784;218000000;23/12/2021;2;12260,69;;Compras;1;0;;0;2206,92;;;1;NACIONAL;0;9511;12260,69;0;00:00,0;4;;0;;0;NACIONAL;GENERAL18;0;0;0;0;;0;0;0;0;;1;185;;;0;0;0;Descrip*******************
55539;218000000;23/12/2021;2;12260,69;;Compras;1;0;;0;2206,92;;;1;NACIONAL;0;9702;12260,69;0;00:00,0;4;;0;;0;NACIONAL;INMOVIL.18;0;0;0;0;;0;0;0;0;;1;225;;;0;0;0;Descrip*******************
93671;218000000;05/09/2023;3;-19000;;Compras;1;0;;0;-3990;;;1;NACIONAL;0;16558;0;19000;00:00,0;4;;0;;0;NACIONAL;21;0;0;0;0;;0;0;0;0;;1;265;;;0;0;0;Descrip*******************
93640;218000000;05/09/2023;2;19000;;Compras;1;0;;0;3990;;;1;NACIONAL;0;16553;19000;0;00:00,0;4;;0;;0;NACIONAL;21;0;0;0;0;;0;0;0;0;;1;264;;;0;0;0;Descrip*******************
93674;218000000;05/09/2023;2;19000;;Compras;1;0;;0;3990;;;1;NACIONAL;0;16559;19000;0;00:00,0;4;;0;;0;NACIONAL;INMOVIL.21;0;0;0;0;;0;0;0;0;;1;266;;;0;0;0;Descrip*******************
38158;221000000;01/01/2021;2;603,67;;Compras;1;0;;0;0;;;1;NACIONAL;0;6551;603,67;0;00:00,0;4;;0;;0;NACIONAL;NO IVA;0;0;0;0;;0;0;0;0;;1;176;;;0;0;0;Descrip*******************
38159;221000000;01/01/2021;2;8623,79;;Compras;1;0;;0;0;;;1;NACIONAL;0;6551;8623,79;0;00:00,0;4;;0;;0;NACIONAL;NO IVA;0;0;0;0;;0;0;0;0;;1;177;;;0;0;0;Descrip*******************
38160;221000000;01/01/2021;2;4550;;Compras;1;0;;0;0;;;1;NACIONAL;0;6551;4550;0;00:00,0;4;;0;;0;NACIONAL;NO IVA;0;0;0;0;;0;0;0;0;;1;178;;;0;0;0;Descrip*******************
38161;221000000;01/01/2021;2;65000;;Compras;1;0;;0;0;;;1;NACIONAL;0;6551;65000;0;00:00,0;4;;0;;0;NACIONAL;NO IVA;0;0;0;0;;0;0;0;0;;1;179;;;0;0;0;Descrip*******************
10501;250000001;01/01/2019;0;9020,24;;Diario general 2;0;0;;0;0;;;0;;0;1898;9020,24;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
10503;250000002;23/12/2019;0;3000;;Diario general 2;0;0;;0;0;;;0;;0;1899;3000;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
36700;250000002;21/10/2020;0;6600;;Diario Car.;0;0;;0;0;;;0;;2;6313;6600;0;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
58545;250000002;15/12/2021;0;4000;;Diario general 2;0;0;;0;0;;;0;;0;10258;4000;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
24089;250000003;10/12/2019;0;18600;;Diario Car.;0;0;;0;0;;;0;;3;4147;18600;0;00:00,0;3;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
36706;250000003;21/10/2020;0;-8100;;Diario Car.;0;0;;0;0;;;0;;2;6313;0;8100;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
83514;250000003;31/12/2022;0;-10500;;Diario Car.;0;0;;0;0;;;0;;0;14685;0;10500;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
611;252000001;26/11/2019;0;19,17;;;0;0;;0;0;;;0;;0;5;19,17;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
38092;252000001;01/01/2021;0;-19,17;;Diario Car.;0;0;;0;0;;;0;;0;6537;0;19,17;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
55514;252000001;01/01/2021;0;-13742,25;;Diario general 2;0;0;;0;0;;;0;;0;9693;0;13742,25;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
55516;252000001;01/01/2021;0;-3438,61;;Diario general 2;0;0;;0;0;;;0;;0;9693;0;3438,61;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
38053;252000001;01/01/2021;0;13742,25;;Diario Car.;0;0;;0;0;;;0;;0;6530;13742,25;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
38054;252000001;01/01/2021;0;3438,61;;Diario Car.;0;0;;0;0;;;0;;0;6530;3438,61;0;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
10505;259000001;23/12/2019;0;-2200;;Diario general 2;0;0;;0;0;;;0;;0;1899;0;2200;00:00,0;0;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
36702;259000001;21/10/2020;0;2200;;Diario Car.;0;0;;0;0;;;0;;2;6313;2200;0;00:00,0;2;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
