Entry No_;G_L Account No_;Posting Date;Document Type;Amount;Global Dimension 1 Code;Source Code;System-Created Entry;Prior-Year Entry;Job No_;Quantity;VAT Amount;Business Unit Code;Reason Code;Gen_ Posting Type;Gen_ Bus_ Posting Group;Bal_ Account Type;Transaction No_;Debit Amount;Credit Amount;Document Date;Source Type;Tax Area Code;Tax Liable;Tax Group Code;Use Tax;VAT Bus_ Posting Group;VAT Prod_ Posting Group;Additional-Currency Amount;Add_-Currency Debit Amount;Add_-Currency Credit Amount;Close Income Statement Dim_ ID;IC Partner Code;Reversed;Reversed by Entry No_;Reversed Entry No_;Dimension Set ID;Prod_ Order No_;FA Entry Type;FA Entry No_;New G_L Account No_;Old G_L Account No_;Updated;Period Trans_ No_;Cost Entry No_;Description_
106076;430000000;30/04/2024;2;787,44;;Ventas;1;0;;0;0;;;0;;0;18825;787,44;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106081;430000000;30/04/2024;2;23,61;;Ventas;1;0;;0;0;;;0;;0;18826;23,61;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106114;430000000;30/04/2024;2;8826,94;;Ventas;1;0;;0;0;;;0;;0;18828;8826,94;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106123;430000000;30/04/2024;2;9,51;;Ventas;1;0;;0;0;;;0;;0;18830;9,51;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106128;430000000;30/04/2024;2;242,25;;Ventas;1;0;;0;0;;;0;;0;18831;242,25;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106131;430000000;30/04/2024;2;4,9;;Ventas;1;0;;0;0;;;0;;0;18832;4,9;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106136;430000000;30/04/2024;2;24,77;;Ventas;1;0;;0;0;;;0;;0;18833;24,77;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106149;430000000;30/04/2024;2;1908,27;;Ventas;1;0;;0;0;;;0;;0;18834;1908,27;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106152;430000000;30/04/2024;2;91,96;;Ventas;1;0;;0;0;;;0;;0;18835;91,96;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106159;430000000;30/04/2024;2;10,96;;Ventas;1;0;;0;0;;;0;;0;18837;10,96;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106162;430000000;30/04/2024;2;3,59;;Ventas;1;0;;0;0;;;0;;0;18838;3,59;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106169;430000000;30/04/2024;2;60,71;;Ventas;1;0;;0;0;;;0;;0;18839;60,71;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106172;430000000;30/04/2024;2;194,65;;Ventas;1;0;;0;0;;;0;;0;18840;194,65;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106175;430000000;30/04/2024;2;242;;Ventas;1;0;;0;0;;;0;;0;18841;242;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106178;430000000;30/04/2024;2;13,07;;Ventas;1;0;;0;0;;;0;;0;18842;13,07;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106191;430000000;30/04/2024;2;85,85;;Ventas;1;0;;0;0;;;0;;0;18843;85,85;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106194;430000000;30/04/2024;2;3,46;;Ventas;1;0;;0;0;;;0;;0;18844;3,46;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106200;430000000;30/04/2024;2;19,51;;Ventas;1;0;;0;0;;;0;;0;18846;19,51;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106203;430000000;30/04/2024;2;2,95;;Ventas;1;0;;0;0;;;0;;0;18847;2,95;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106206;430000000;30/04/2024;2;55,66;;Ventas;1;0;;0;0;;;0;;0;18848;55,66;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106227;430000000;30/04/2024;2;2827,59;;Ventas;1;0;;0;0;;;0;;0;18849;2827,59;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106271;430000000;30/04/2024;2;684,3;;Ventas;1;0;;0;0;;;0;;0;18852;684,3;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106282;430000000;30/04/2024;2;262,61;;Ventas;1;0;;0;0;;;0;;0;18853;262,61;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106291;430000000;30/04/2024;2;63,74;;Ventas;1;0;;0;0;;;0;;0;18854;63,74;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106300;430000000;30/04/2024;2;5919,45;;Ventas;1;0;;0;0;;;0;;0;18855;5919,45;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106303;430000000;30/04/2024;2;1636,82;;Ventas;1;0;;0;0;;;0;;0;18856;1636,82;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106356;430000000;30/04/2024;2;769,91;;Ventas;1;0;;0;0;;;0;;0;18861;769,91;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106408;430000000;30/04/2024;2;181,74;;Ventas;1;0;;0;0;;;0;;0;18872;181,74;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106423;430000000;30/04/2024;2;605,27;;Ventas;1;0;;0;0;;;0;;0;18874;605,27;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106426;430000000;30/04/2024;2;3,1;;Ventas;1;0;;0;0;;;0;;0;18875;3,1;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106431;430000000;30/04/2024;2;454,27;;Ventas;1;0;;0;0;;;0;;0;18876;454,27;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106395;430000000;30/04/2024;2;172,1;;Ventas;1;0;;0;0;;;0;;0;18867;172,1;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106825;430000000;02/05/2024;1;-107,82;;;1;0;;0;0;;;0;;3;18964;0;107,82;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
105847;430000000;02/05/2024;1;-2340,34;;;1;0;;0;0;;;0;;3;18794;0;2340,34;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106823;430000000;02/05/2024;2;107,82;;Ventas;1;0;;0;0;;;0;;0;18963;107,82;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106836;430000000;03/05/2024;1;-51,92;;;1;0;;0;0;;;0;;3;18966;0;51,92;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
105849;430000000;03/05/2024;1;-638,09;;;1;0;;0;0;;;0;;3;18795;0;638,09;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106834;430000000;03/05/2024;2;51,92;;Ventas;1;0;;0;0;;;0;;0;18965;51,92;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106851;430000000;05/05/2024;1;-30,98;;;1;0;;0;0;;;0;;3;18968;0;30,98;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106849;430000000;05/05/2024;2;30,98;;Ventas;1;0;;0;0;;;0;;0;18967;30,98;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106870;430000000;06/05/2024;1;-344,67;;;1;0;;0;0;;;0;;3;18971;0;344,67;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106868;430000000;06/05/2024;1;-164,54;;;1;0;;0;0;;;0;;3;18970;0;164,54;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106116;430000000;06/05/2024;1;-124,48;;;1;0;;0;0;;;0;;3;18829;0;124,48;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106154;430000000;06/05/2024;1;-2000;;;1;0;;0;0;;;0;;3;18836;0;2000;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106358;430000000;06/05/2024;1;-769,91;;;1;0;;0;0;;;0;;3;18862;0;769,91;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106866;430000000;06/05/2024;2;509,23;;Ventas;1;0;;0;0;;;0;;0;18969;509,23;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106891;430000000;07/05/2024;1;-164,13;;;1;0;;0;0;;;0;;3;18974;0;164,13;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107223;430000000;07/05/2024;1;-36,91;;Diario pagos;1;0;;0;0;;;0;;3;19027;0;36,91;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107227;430000000;07/05/2024;1;-1631,6;;Diario pagos;1;0;;0;0;;;0;;3;19027;0;1631,6;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107229;430000000;07/05/2024;1;-22,89;;Diario pagos;1;0;;0;0;;;0;;3;19027;0;22,89;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106889;430000000;07/05/2024;1;-169,98;;;1;0;;0;0;;;0;;3;18973;0;169,98;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106403;430000000;07/05/2024;1;-592,9;;;1;0;;0;0;;;0;;3;18870;0;592,9;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106410;430000000;07/05/2024;1;-19,51;;;1;0;;0;0;;;0;;3;18873;0;19,51;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107225;430000000;07/05/2024;0;23,06;;Diario pagos;1;0;;0;0;;;0;;3;19027;23,06;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107231;430000000;07/05/2024;0;10,02;;Diario pagos;1;0;;0;0;;;0;;3;19027;10,02;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106887;430000000;07/05/2024;2;334,11;;Ventas;1;0;;0;0;;;0;;0;18972;334,11;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106906;430000000;08/05/2024;1;-82,61;;;1;0;;0;0;;;0;;3;18976;0;82,61;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
115011;430000000;08/05/2024;1;-18,82;;;1;0;;0;0;;;0;;3;20400;0;18,82;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106515;430000000;08/05/2024;1;-2000;;;1;0;;0;0;;;0;;3;18891;0;2000;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106567;430000000;08/05/2024;2;18,82;;Ventas;1;0;;0;0;;;0;;0;18902;18,82;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106904;430000000;08/05/2024;2;82,62;;Ventas;1;0;;0;0;;;0;;0;18975;82,62;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106925;430000000;09/05/2024;1;-33,24;;;1;0;;0;0;;;0;;3;18979;0;33,24;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107245;430000000;09/05/2024;1;-377,29;;Diario pagos;1;0;;0;0;;;0;;3;19028;0;377,29;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106923;430000000;09/05/2024;1;-349,03;;;1;0;;0;0;;;0;;3;18978;0;349,03;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106921;430000000;09/05/2024;2;382,26;;Ventas;1;0;;0;0;;;0;;0;18977;382,26;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106940;430000000;10/05/2024;1;-480,85;;;1;0;;0;0;;;0;;3;18981;0;480,85;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106685;430000000;10/05/2024;1;-1000;;;1;0;;0;0;;;0;;3;18932;0;1000;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106699;430000000;10/05/2024;1;-251,1;;;1;0;;0;0;;;0;;3;18937;0;251,1;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106688;430000000;10/05/2024;2;344;;Ventas;1;0;;0;0;;;0;;0;18933;344;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106938;430000000;10/05/2024;2;480,85;;Ventas;1;0;;0;0;;;0;;0;18980;480,85;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106690;430000000;12/05/2024;1;-344;;;1;0;;0;0;;;0;;3;18934;0;344;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106963;430000000;12/05/2024;1;-341,93;;;1;0;;0;0;;;0;;3;18983;0;341,93;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
106961;430000000;12/05/2024;2;341,93;;Ventas;1;0;;0;0;;;0;;0;18982;341,93;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107265;430000000;13/05/2024;6;680,03;;;1;0;;0;0;;;0;;3;19031;0;-680,03;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107700;430000000;13/05/2024;2;30,14;;Ventas;1;0;;0;0;;;0;;0;19139;30,14;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107298;430000000;14/05/2024;1;-882,09;;Diario cobros;1;0;;0;0;;;0;;3;19040;0;882,09;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107270;430000000;14/05/2024;1;-47,81;;;1;0;;0;0;;;0;;3;19033;0;47,81;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107272;430000000;14/05/2024;1;-1110,86;;;1;0;;0;0;;;0;;3;19034;0;1110,86;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107274;430000000;14/05/2024;1;-1389,14;;;1;0;;0;0;;;0;;3;19035;0;1389,14;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107276;430000000;14/05/2024;1;-2330,12;;;1;0;;0;0;;;0;;3;19036;0;2330,12;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107283;430000000;14/05/2024;1;-329,29;;;1;0;;0;0;;;0;;3;19038;0;329,29;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107268;430000000;14/05/2024;2;47,81;;Ventas;1;0;;0;0;;;0;;0;19032;47,81;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107281;430000000;14/05/2024;2;34,74;;Ventas;1;0;;0;0;;;0;;0;19037;34,74;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107296;430000000;14/05/2024;2;238,71;;Ventas;1;0;;0;0;;;0;;0;19039;238,71;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107713;430000000;14/05/2024;2;36,61;;Ventas;1;0;;0;0;;;0;;0;19140;36,61;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107316;430000000;15/05/2024;1;-129,85;;Diario cobros;1;0;;0;0;;;0;;3;19047;0;129,85;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107324;430000000;16/05/2024;1;-5919,45;;Diario cobros;1;0;;0;0;;;0;;3;19051;0;5919,45;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107443;430000000;16/05/2024;1;-88,26;;Diario cobros;1;0;;0;0;;;0;;3;19085;0;88,26;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107300;430000000;16/05/2024;1;-787,44;;;1;0;;0;0;;;0;;3;19041;0;787,44;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107305;430000000;16/05/2024;1;-367,01;;;1;0;;0;0;;;0;;3;19043;0;367,01;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107303;430000000;16/05/2024;2;367,01;;Ventas;1;0;;0;0;;;0;;0;19042;367,01;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107724;430000000;16/05/2024;2;508,65;;Ventas;1;0;;0;0;;;0;;0;19141;508,65;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107743;430000000;17/05/2024;2;203,57;;Ventas;1;0;;0;0;;;0;;0;19142;203,57;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107322;430000000;19/05/2024;1;-4472,2;;Diario cobros;1;0;;0;0;;;0;;3;19050;0;4472,2;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
108852;430000000;19/05/2024;1;-15,9;;Diario pagos;1;0;;0;0;;;0;;3;19316;0;15,9;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107312;430000000;19/05/2024;1;-54,83;;;1;0;;0;0;;;0;;3;19045;0;54,83;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107314;430000000;19/05/2024;1;-501,92;;;1;0;;0;0;;;0;;3;19046;0;501,92;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107310;430000000;19/05/2024;2;54,83;;Ventas;1;0;;0;0;;;0;;0;19044;54,83;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
108854;430000000;20/05/2024;1;-77;;Diario pagos;1;0;;0;0;;;0;;3;19317;0;77;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107326;430000000;20/05/2024;1;-2000;;;1;0;;0;0;;;0;;3;19052;0;2000;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107883;430000000;20/05/2024;2;520,22;;Ventas;1;0;;0;0;;;0;;0;19157;520,22;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
108581;430000000;21/05/2024;1;-238,71;;Diario pagos;1;0;;0;0;;;0;;3;19265;0;238,71;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107340;430000000;21/05/2024;1;-823,4;;;1;0;;0;0;;;0;;3;19054;0;823,4;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107345;430000000;21/05/2024;1;-55,01;;;1;0;;0;0;;;0;;3;19056;0;55,01;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107343;430000000;21/05/2024;2;55,01;;Ventas;1;0;;0;0;;;0;;0;19055;55,01;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107933;430000000;21/05/2024;2;124,74;;Ventas;1;0;;0;0;;;0;;0;19167;124,74;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107350;430000000;22/05/2024;1;-149,95;;;1;0;;0;0;;;0;;3;19058;0;149,95;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
108856;430000000;22/05/2024;1;-33,95;;Diario pagos;1;0;;0;0;;;0;;3;19318;0;33,95;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107357;430000000;22/05/2024;1;-106,98;;;1;0;;0;0;;;0;;3;19060;0;106,98;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107348;430000000;22/05/2024;2;149,96;;Ventas;1;0;;0;0;;;0;;0;19057;149,96;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107355;430000000;22/05/2024;2;106,98;;Ventas;1;0;;0;0;;;0;;0;19059;106,98;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107360;430000000;22/05/2024;2;74,66;;Ventas;1;0;;0;0;;;0;;0;19061;74,66;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107954;430000000;22/05/2024;2;33,95;;Ventas;1;0;;0;0;;;0;;0;19170;33,95;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107361;430000000;23/05/2024;0;-2061,85;;Diario Car.;1;0;;0;0;;;0;;0;19062;0;2061,85;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107370;430000000;23/05/2024;1;-74,66;;Diario cobros;1;0;;0;0;;;0;;3;19065;0;74,66;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107368;430000000;23/05/2024;1;-390;;;1;0;;0;0;;;0;;3;19064;0;390;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107366;430000000;23/05/2024;2;390;;Ventas;1;0;;0;0;;;0;;0;19063;390;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107391;430000000;23/05/2024;2;1312;;Ventas;1;0;;0;0;;;0;;0;19067;1312;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107971;430000000;23/05/2024;2;88,06;;Ventas;1;0;;0;0;;;0;;0;19171;88,06;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107398;430000000;24/05/2024;1;-30,53;;;1;0;;0;0;;;0;;3;19069;0;30,53;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107396;430000000;24/05/2024;2;30,53;;Ventas;1;0;;0;0;;;0;;0;19068;30,53;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107982;430000000;24/05/2024;2;118,51;;Ventas;1;0;;0;0;;;0;;0;19172;118,51;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107993;430000000;26/05/2024;2;90,88;;Ventas;1;0;;0;0;;;0;;0;19173;90,88;0;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107474;430000000;27/05/2024;1;-189,79;;Diario cobros;1;0;;0;0;;;0;;3;19092;0;189,79;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107476;430000000;27/05/2024;1;-1271,06;;Diario cobros;1;0;;0;0;;;0;;3;19092;0;1271,06;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107478;430000000;27/05/2024;1;-1000;;Diario cobros;1;0;;0;0;;;0;;3;19092;0;1000;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107403;430000000;27/05/2024;1;-59,05;;;1;0;;0;0;;;0;;3;19071;0;59,05;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107407;430000000;27/05/2024;1;-1100;;;1;0;;0;0;;;0;;3;19073;0;1100;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107414;430000000;27/05/2024;1;-114,36;;;1;0;;0;0;;;0;;3;19075;0;114,36;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
107405;430000000;27/05/2024;1;-20,4;;;1;0;;0;0;;;0;;3;19072;0;20,4;00:00,0;1;;0;;0;;;0;0;0;0;;0;0;0;0;;0;0;;;0;0;0;Descrip*******************
